code,web_name,element_type,team_name,now_cost,status,news,chance_of_playing_next_round,birth_date,pos,price,age,tp_2526,n60,ncam,pts_start,club_2526,P_start,cameo_share,club_2526_sh,moved,type
215379,Anderson,3,MCI,65,a,,,,MID,6.5,,180.0,37.0,1.0,4.837837837837838,Nott'm Forest,0.97,0.03,NFO,True,A-clean
166989,Tielemans,3,MUN,60,d,Hamstring injury - 75% chance of playing,75.0,,MID,6.0,,68.0,20.0,5.0,3.0,Aston Villa,0.53,0.2,AVL,True,A-clean
532605,Andrey Santos,3,MUN,50,a,,,,MID,5.0,,47.0,11.0,16.0,3.090909090909091,Chelsea,0.29,0.59,CHE,True,B-cameo
59735,Darlow,1,MUN,45,d,Unspecified injury - 75% chance of playing,75.0,,GK,4.5,,71.0,21.0,0.0,3.380952380952381,Leeds,0.55,0.0,LEE,True,A-clean
465247,Lammens,1,MUN,50,a,,,,GK,5.0,,109.0,32.0,0.0,3.40625,Man Utd,0.84,0.0,MUN,False,A-clean
451302,Bayindir,1,MUN,45,a,,,,GK,4.5,,11.0,6.0,0.0,1.8333333333333333,Man Utd,0.16,0.0,MUN,False,A-clean
21205,Heaton,1,MUN,40,a,,,,GK,4.0,,0.0,0.0,0.0,,Man Utd,0.0,,MUN,False,A-clean
596777,Dorgu,3,MUN,60,a,,,,MID,6.0,,95.0,14.0,12.0,6.071428571428571,Man Utd,0.37,0.46,MUN,False,B-cameo
209365,De Ligt,2,MUN,50,i,Back injury - Unknown return date,0.0,,DEF,5.0,,43.0,13.0,0.0,3.3076923076923075,Man Utd,0.34,0.0,MUN,False,A-clean
216051,Dalot,2,MUN,50,a,,,,DEF,5.0,,111.0,28.0,6.0,3.7857142857142856,Man Utd,0.74,0.18,MUN,False,A-clean
95658,Maguire,2,MUN,50,a,,,,DEF,5.0,,90.0,19.0,4.0,4.526315789473684,Man Utd,0.5,0.17,MUN,False,A-clean
221820,Martinez,2,MUN,50,d,Thigh injury - 75% chance of playing,75.0,,DEF,5.0,,51.0,12.0,6.0,4.083333333333333,Man Utd,0.32,0.33,MUN,False,B-cameo
550864,Yoro,2,MUN,50,a,,,,DEF,5.0,,56.0,17.0,15.0,2.4705882352941178,Man Utd,0.45,0.47,MUN,False,B-cameo
606745,Heaven,2,MUN,45,a,,,,DEF,4.5,,42.0,10.0,7.0,3.5,Man Utd,0.26,0.41,MUN,False,B-cameo
230001,Mazraoui,2,MUN,45,a,,,,DEF,4.5,,53.0,10.0,10.0,4.5,Man Utd,0.26,0.5,MUN,False,B-cameo
106760,Shaw,2,MUN,45,a,,,,DEF,4.5,,113.0,37.0,1.0,3.027027027027027,Man Utd,0.97,0.03,MUN,False,A-clean
577974,Amass,2,MUN,40,a,,,,DEF,4.0,,0.0,0.0,0.0,,Man Utd,0.0,,MUN,False,A-clean
547676,Fredricson,2,MUN,40,a,,,,DEF,4.0,,1.0,0.0,1.0,,Man Utd,0.0,1.0,MUN,False,B-cameo
141746,B.Fernandes,3,MUN,120,a,,,,MID,12.0,,235.0,34.0,1.0,6.882352941176471,Man Utd,0.89,0.03,MUN,False,A-clean
446008,Mbeumo,3,MUN,80,a,,,,MID,8.0,,148.0,31.0,2.0,4.709677419354839,Man Utd,0.82,0.06,MUN,False,A-clean
430871,Cunha,3,MUN,80,a,,,,MID,8.0,,143.0,28.0,5.0,4.535714285714286,Man Utd,0.74,0.15,MUN,False,A-clean
176297,Rashford,3,MUN,70,a,,,,MID,7.0,,0.0,0.0,0.0,,Man Utd,0.0,,MUN,False,A-clean
184341,Mount,3,MUN,55,a,,,,MID,5.5,,58.0,10.0,13.0,4.6,Man Utd,0.26,0.57,MUN,False,B-cameo
493250,Amad,3,MUN,60,a,,,,MID,6.0,,91.0,23.0,9.0,3.4782608695652173,Man Utd,0.61,0.28,MUN,False,B-cameo
516895,Mainoo,3,MUN,55,a,,,,MID,5.5,,73.0,16.0,12.0,3.8125,Man Utd,0.42,0.43,MUN,False,B-cameo
232112,Ugarte,3,MUN,50,i,Knee injury - Unknown return date,0.0,,MID,5.0,,38.0,8.0,14.0,3.0,Man Utd,0.21,0.64,MUN,False,B-cameo
547037,J.Fletcher,3,MUN,50,a,,,,MID,5.0,,3.0,0.0,3.0,,Man Utd,0.0,1.0,MUN,False,B-cameo
576628,Lacey,3,MUN,50,a,,,,MID,5.0,,3.0,0.0,3.0,,Man Utd,0.0,1.0,MUN,False,B-cameo
490881,Collyer,3,MUN,50,a,,,,MID,5.0,,0.0,0.0,0.0,,Man Utd,0.0,,MUN,False,A-clean
576620,Bendito Mantato,3,MUN,45,a,,,,MID,4.5,,1.0,0.0,1.0,,Man Utd,0.0,1.0,MUN,False,B-cameo
519913,Fletcher,3,MUN,45,a,,,,MID,4.5,,2.0,0.0,2.0,,Man Utd,0.0,1.0,MUN,False,B-cameo
485711,Šeško,4,MUN,70,d,Shin injury - 75% chance of playing,75.0,,FWD,7.0,,111.0,14.0,16.0,4.714285714285714,Man Utd,0.37,0.53,MUN,False,B-cameo
458249,Zirkzee,4,MUN,55,a,,,,FWD,5.5,,42.0,4.0,20.0,3.5,Man Utd,0.11,0.83,MUN,False,B-cameo
596047,Obi,4,MUN,45,a,,,,FWD,4.5,,0.0,0.0,0.0,,Man Utd,0.0,,MUN,False,A-clean
98747,Pope,1,NEW,50,a,,,,GK,5.0,,96.0,27.0,0.0,3.5555555555555554,Newcastle,0.71,0.0,NEW,False,A-clean
81441,Gillespie,1,NEW,45,a,,,,GK,4.5,,0.0,0.0,0.0,,Newcastle,0.0,,NEW,False,A-clean
554578,Jaouen,1,NEW,45,a,,,,GK,4.5,,,,,,,,,,False,A-clean
465642,Thiaw,2,NEW,50,a,,,,DEF,5.0,,126.0,32.0,3.0,3.9375,Newcastle,0.84,0.09,NEW,False,A-clean
119471,Schär,2,NEW,50,d,Ankle injury - 75% chance of playing,75.0,,DEF,5.0,,51.0,11.0,5.0,4.181818181818182,Newcastle,0.29,0.31,NEW,False,B-cameo
220237,Botman,2,NEW,50,a,,,,DEF,5.0,,89.0,20.0,5.0,4.05,Newcastle,0.53,0.2,NEW,False,A-clean
78916,Burn,2,NEW,50,a,,,,DEF,5.0,,93.0,24.0,5.0,3.6666666666666665,Newcastle,0.63,0.17,NEW,False,A-clean
487838,Hall,2,NEW,50,a,,,,DEF,5.0,,79.0,23.0,7.0,3.1739130434782608,Newcastle,0.61,0.23,NEW,False,A-clean
441191,Livramento,2,NEW,50,d,Calf injury - 75% chance of playing,75.0,,DEF,5.0,,59.0,14.0,3.0,4.0,Newcastle,0.37,0.18,NEW,False,A-clean
545477,A.Murphy,2,NEW,40,a,,,,DEF,4.0,,2.0,0.0,2.0,,Newcastle,0.0,1.0,NEW,False,B-cameo
208706,Bruno G.,3,NEW,70,a,,,,MID,7.0,,154.0,27.0,2.0,5.407407407407407,Newcastle,0.71,0.07,NEW,False,A-clean
201666,Barnes,3,NEW,60,a,,,,MID,6.0,,106.0,18.0,19.0,4.277777777777778,Newcastle,0.47,0.51,NEW,False,B-cameo
449434,Elanga,3,NEW,60,a,,,,MID,6.0,,48.0,11.0,21.0,2.4545454545454546,Newcastle,0.29,0.66,NEW,False,B-cameo
232653,J.Ramsey,3,NEW,50,a,,,,MID,5.0,,62.0,13.0,15.0,3.3076923076923075,Newcastle,0.34,0.54,NEW,False,B-cameo
114243,J.Murphy,3,NEW,60,a,,,,MID,6.0,,82.0,17.0,16.0,3.7058823529411766,Newcastle,0.45,0.48,NEW,False,B-cameo
180974,Joelinton,3,NEW,55,d,Thigh injury - 75% chance of playing,75.0,,MID,5.5,,73.0,20.0,7.0,3.4,Newcastle,0.53,0.26,NEW,False,B-cameo
547719,L.Miley,3,NEW,55,i,Calf injury - Expected back 30 Aug,0.0,,MID,5.5,,72.0,15.0,8.0,4.066666666666666,Newcastle,0.39,0.35,NEW,False,B-cameo
200089,Willock,3,NEW,50,a,,,,MID,5.0,,38.0,8.0,16.0,2.75,Newcastle,0.21,0.67,NEW,False,B-cameo
611665,Touré,3,NEW,60,a,,,,MID,6.0,,,,,,,,,,False,A-clean
636852,Steur,3,NEW,50,a,,,,MID,5.0,,,,,,,,,,False,A-clean
470313,Woltemade,4,NEW,60,a,,,,FWD,6.0,,108.0,21.0,12.0,4.571428571428571,Newcastle,0.55,0.36,NEW,False,B-cameo
216646,Wissa,4,NEW,60,a,,,,FWD,6.0,,27.0,4.0,15.0,3.0,Newcastle,0.11,0.79,NEW,False,B-cameo
538207,Osula,4,NEW,60,a,,,,FWD,6.0,,76.0,8.0,16.0,5.875,Newcastle,0.21,0.67,NEW,False,B-cameo
599303,Neave,4,NEW,45,a,,,,FWD,4.5,,1.0,0.0,1.0,,Newcastle,0.0,1.0,NEW,False,B-cameo
85633,Sels,1,NFO,50,a,,,,GK,5.0,,105.0,29.0,2.0,3.5517241379310347,Nott'm Forest,0.76,0.06,NFO,False,A-clean
221389,John,1,NFO,45,a,,,,GK,4.5,,11.0,5.0,0.0,2.2,Nott'm Forest,0.13,0.0,NFO,False,A-clean
215136,N.Williams,2,NFO,50,a,,,,DEF,5.0,,128.0,34.0,3.0,3.7941176470588234,Nott'm Forest,0.89,0.08,NFO,False,A-clean
485047,Morato,2,NFO,50,a,,,,DEF,5.0,,53.0,14.0,7.0,3.2857142857142856,Nott'm Forest,0.37,0.33,NFO,False,B-cameo
227444,Milenković,2,NFO,55,a,,,,DEF,5.5,,119.0,37.0,1.0,3.189189189189189,Nott'm Forest,0.97,0.03,NFO,False,A-clean
575476,Murillo,2,NFO,55,d,Muscle injury - 75% chance of playing,75.0,,DEF,5.5,,83.0,23.0,2.0,3.4347826086956523,Nott'm Forest,0.61,0.08,NFO,False,A-clean
159506,Aina,2,NFO,45,a,,,,DEF,4.5,,67.0,18.0,0.0,3.7222222222222223,Nott'm Forest,0.47,0.0,NFO,False,A-clean
575458,Jair Cunha,2,NFO,45,a,,,,DEF,4.5,,13.0,4.0,5.0,2.0,Nott'm Forest,0.11,0.56,NFO,False,B-cameo
500151,Savona,2,NFO,45,i,Knee injury - Unknown return date,0.0,,DEF,4.5,,39.0,10.0,4.0,3.8,Nott'm Forest,0.26,0.29,NFO,False,B-cameo
204822,O.Richards,2,NFO,40,a,,,,DEF,4.0,,0.0,0.0,0.0,,Nott'm Forest,0.0,,NFO,False,A-clean
549067,Abbott,2,NFO,40,a,,,,DEF,4.0,,3.0,1.0,2.0,1.0,Nott'm Forest,0.03,0.67,NFO,False,B-cameo
470315,Netz,2,NFO,45,a,,,,DEF,4.5,,11.0,3.0,4.0,2.3333333333333335,Nott'm Forest,0.08,0.57,NFO,False,B-cameo
538638,Bindon,2,NFO,40,a,,,,DEF,4.0,,,,,,,,,,False,A-clean
222531,Gibbs-White,3,NFO,80,a,,,,MID,8.0,,188.0,35.0,2.0,5.228571428571429,Nott'm Forest,0.92,0.05,NFO,False,A-clean
209046,Hudson-Odoi,3,NFO,60,d,Thigh injury - 75% chance of playing,75.0,,MID,6.0,,88.0,17.0,13.0,4.235294117647059,Nott'm Forest,0.45,0.43,NFO,False,B-cameo
456512,Ndoye,3,NFO,55,a,,,,MID,5.5,,50.0,10.0,14.0,3.6,Nott'm Forest,0.26,0.58,NFO,False,B-cameo
503301,Hutchinson,3,NFO,55,a,,,,MID,5.5,,82.0,15.0,16.0,3.533333333333333,Nott'm Forest,0.39,0.52,NFO,False,B-cameo
476887,Bakwa,3,NFO,55,a,,,,MID,5.5,,26.0,4.0,10.0,4.0,Nott'm Forest,0.11,0.71,NFO,False,B-cameo
432714,McAtee,3,NFO,55,a,,,,MID,5.5,,17.0,1.0,13.0,2.0,Nott'm Forest,0.03,0.93,NFO,False,B-cameo
250199,Dominguez,3,NFO,50,a,,,,MID,5.0,,48.0,8.0,19.0,3.625,Nott'm Forest,0.21,0.7,NFO,False,B-cameo
210462,Sangaré,3,NFO,50,a,,,,MID,5.0,,89.0,22.0,6.0,3.590909090909091,Nott'm Forest,0.58,0.21,NFO,False,A-clean
204968,Yates,3,NFO,45,a,,,,MID,4.5,,30.0,3.0,19.0,3.3333333333333335,Nott'm Forest,0.08,0.86,NFO,False,B-cameo
60689,Wood,4,NFO,60,a,,,,FWD,6.0,,41.0,10.0,5.0,3.6,Nott'm Forest,0.26,0.33,NFO,False,B-cameo
482973,Igor Jesus,4,NFO,60,a,,,,FWD,6.0,,114.0,24.0,13.0,3.7916666666666665,Nott'm Forest,0.63,0.35,NFO,False,B-cameo
210156,Awoniyi,4,NFO,55,a,,,,FWD,5.5,,43.0,2.0,15.0,9.0,Nott'm Forest,0.05,0.88,NFO,False,B-cameo
465680,Kalimuendo,4,NFO,55,a,,,,FWD,5.5,,9.0,0.0,9.0,,Nott'm Forest,0.0,1.0,NFO,False,B-cameo
204561,Schlager,3,NFO,50,a,,,1997-09-28,MID,5.0,29.0,,,,,,,,,False,A-clean
469142,Van Hecke,2,TOT,50,a,,,,DEF,5.0,,148.0,35.0,0.0,4.228571428571429,Brighton,0.92,0.0,BHA,True,A-clean
432422,Tonali,3,TOT,55,a,,,,MID,5.5,,81.0,27.0,8.0,2.740740740740741,Newcastle,0.71,0.23,NEW,True,A-clean
184254,Vicario,1,TOT,45,a,,,,GK,4.5,,90.0,31.0,0.0,2.903225806451613,Spurs,0.82,0.0,TOT,False,A-clean
214572,Austin,1,TOT,40,a,,,,GK,4.0,,0.0,0.0,0.0,,Spurs,0.0,,TOT,False,A-clean
485055,Kinsky,1,TOT,45,a,,,,GK,4.5,,20.0,7.0,0.0,2.857142857142857,Spurs,0.18,0.0,TOT,False,A-clean
67089,Dubravka,1,TOT,40,a,,,,GK,4.0,,96.0,34.0,0.0,2.823529411764706,Burnley,0.89,0.0,BUR,True,A-clean
221466,Senesi,2,TOT,60,a,,,,DEF,6.0,,175.0,36.0,0.0,4.861111111111111,Bournemouth,0.95,0.0,BOU,True,A-clean
441164,Pedro Porro,2,TOT,55,a,,,,DEF,5.5,,117.0,31.0,3.0,3.7096774193548385,Spurs,0.82,0.09,TOT,False,A-clean
221632,Romero,2,TOT,50,a,,,,DEF,5.0,,91.0,20.0,3.0,4.65,Spurs,0.53,0.13,TOT,False,A-clean
135720,Danso,2,TOT,50,a,,,,DEF,5.0,,63.0,15.0,9.0,3.8,Spurs,0.39,0.38,TOT,False,B-cameo
122798,Robertson,2,TOT,45,a,,,,DEF,4.5,,55.0,9.0,15.0,4.888888888888889,Liverpool,0.24,0.62,LIV,True,B-cameo
491279,Van de Ven,2,TOT,50,a,,,,DEF,5.0,,116.0,33.0,2.0,3.5757575757575757,Spurs,0.87,0.06,TOT,False,A-clean
232859,Spence,2,TOT,45,a,,,,DEF,4.5,,78.0,22.0,8.0,3.227272727272727,Spurs,0.58,0.27,TOT,False,B-cameo
487053,Udogie,2,TOT,45,a,,,,DEF,4.5,,29.0,13.0,7.0,1.6923076923076923,Spurs,0.34,0.35,TOT,False,B-cameo
548308,Phillips,2,TOT,45,a,,,,DEF,4.5,,0.0,0.0,0.0,,Spurs,0.0,,TOT,False,A-clean
115556,Davies,2,TOT,40,a,,,,DEF,4.0,,10.0,1.0,2.0,9.0,Spurs,0.03,0.67,TOT,False,B-cameo
640419,Byfield,2,TOT,40,a,,,,DEF,4.0,,1.0,0.0,1.0,,Spurs,0.0,1.0,TOT,False,B-cameo
499716,Rowswell,2,TOT,40,a,,,,DEF,4.0,,1.0,0.0,1.0,,Spurs,0.0,1.0,TOT,False,B-cameo
616221,Souza,2,TOT,40,a,,,,DEF,4.0,,3.0,0.0,4.0,,Spurs,0.0,1.0,TOT,False,B-cameo
460842,Kudus,3,TOT,65,d,Thigh injury - 75% chance of playing,75.0,,MID,6.5,,75.0,17.0,2.0,4.294117647058823,Spurs,0.45,0.11,TOT,False,A-clean
493362,Xavi,3,TOT,60,i,Knee injury - Expected back 31 Dec,0.0,,MID,6.0,,80.0,18.0,10.0,4.055555555555555,Spurs,0.47,0.36,TOT,False,B-cameo
511499,Tel,3,TOT,60,a,,,,MID,6.0,,78.0,12.0,19.0,4.25,Spurs,0.32,0.61,TOT,False,B-cameo
172780,Maddison,3,TOT,65,a,,,,MID,6.5,,3.0,0.0,3.0,,Spurs,0.0,1.0,TOT,False,B-cameo
202993,Bentancur,3,TOT,55,a,,,,MID,5.5,,86.0,21.0,5.0,3.9047619047619047,Spurs,0.55,0.19,TOT,False,A-clean
550839,Odobert,3,TOT,55,i,Knee injury - Expected back 21 Nov,0.0,,MID,5.5,,46.0,8.0,16.0,3.0,Spurs,0.21,0.67,TOT,False,B-cameo
482442,P.M.Sarr,3,TOT,50,a,,,,MID,5.0,,71.0,13.0,13.0,3.6923076923076925,Spurs,0.34,0.5,TOT,False,B-cameo
232787,Gallagher,3,TOT,55,a,,,,MID,5.5,,44.0,13.0,3.0,3.1538461538461537,Spurs,0.34,0.19,TOT,False,A-clean
570526,Bergvall,3,TOT,55,a,,,,MID,5.5,,49.0,9.0,14.0,3.6666666666666665,Spurs,0.24,0.61,TOT,False,B-cameo
445044,Kulusevski,3,TOT,65,i,Knee injury - Unknown return date,0.0,,MID,6.5,,0.0,0.0,0.0,,Spurs,0.0,,TOT,False,A-clean
547701,Gray,3,TOT,50,a,,,,MID,5.0,,61.0,15.0,9.0,3.6,Spurs,0.39,0.38,TOT,False,B-cameo
499721,Moore,3,TOT,50,a,,,,MID,5.0,,0.0,0.0,0.0,,Spurs,0.0,,TOT,False,A-clean
499726,Olusesi,3,TOT,45,a,,,,MID,4.5,,1.0,0.0,1.0,,Spurs,0.0,1.0,TOT,False,B-cameo
551226,Fernandes,3,TOT,60,a,,,,MID,6.0,,135.0,34.0,2.0,3.764705882352941,West Ham,0.89,0.06,WHU,True,A-clean
154566,Solanke,4,TOT,60,a,,,,FWD,6.0,,40.0,10.0,5.0,3.5,Spurs,0.26,0.33,TOT,False,B-cameo
212319,Richarlison,4,TOT,60,a,,,,FWD,6.0,,119.0,19.0,13.0,4.947368421052632,Spurs,0.5,0.41,TOT,False,B-cameo
490145,Scarlett,4,TOT,45,a,,,,FWD,4.5,,2.0,0.0,2.0,,Spurs,0.0,1.0,TOT,False,B-cameo
498016,Roefs,1,SUN,50,a,,,,GK,5.0,,136.0,35.0,0.0,3.8857142857142857,Sunderland,0.92,0.0,SUN,False,A-clean
232571,Patterson,1,SUN,40,a,,,,GK,4.0,,0.0,0.0,0.0,,Sunderland,0.0,,SUN,False,A-clean
515046,Ellborg,1,SUN,45,a,,,,GK,4.5,,16.0,3.0,0.0,5.333333333333333,Sunderland,0.08,0.0,SUN,False,A-clean
223827,Ballard,2,SUN,50,a,,,,DEF,5.0,,116.0,22.0,7.0,5.045454545454546,Sunderland,0.58,0.24,SUN,False,A-clean
200834,Mukiele,2,SUN,55,a,,,,DEF,5.5,,151.0,31.0,1.0,4.838709677419355,Sunderland,0.82,0.03,SUN,False,A-clean
487676,Hume,2,SUN,45,a,,,,DEF,4.5,,110.0,32.0,6.0,3.15625,Sunderland,0.84,0.16,SUN,False,A-clean
201895,Alderete,2,SUN,50,a,,,,DEF,5.0,,125.0,31.0,2.0,3.870967741935484,Sunderland,0.82,0.06,SUN,False,A-clean
434399,Reinildo,2,SUN,45,a,,,,DEF,4.5,,74.0,21.0,4.0,3.619047619047619,Sunderland,0.55,0.16,SUN,False,A-clean
519634,Seelt,2,SUN,45,a,,,,DEF,4.5,,2.0,1.0,1.0,1.0,Sunderland,0.03,0.5,SUN,False,B-cameo
477547,Hjelde,2,SUN,40,a,,,,DEF,4.0,,0.0,0.0,0.0,,Sunderland,0.0,,SUN,False,A-clean
167512,O'Nien,2,SUN,40,a,,,,DEF,4.0,,26.0,6.0,6.0,3.8333333333333335,Sunderland,0.16,0.5,SUN,False,B-cameo
105717,Masuaku,2,SUN,40,a,,,,DEF,4.0,,1.0,0.0,3.0,,Sunderland,0.0,1.0,SUN,False,B-cameo
93605,Meunier,2,SUN,45,a,,,,DEF,4.5,,,,,,,,,,False,A-clean
484420,E.Le Fée,3,SUN,60,a,,,,MID,6.0,,147.0,33.0,3.0,4.363636363636363,Sunderland,0.87,0.08,SUN,False,A-clean
547027,Diarra,3,SUN,55,a,,,,MID,5.5,,65.0,15.0,5.0,3.933333333333333,Sunderland,0.39,0.25,SUN,False,B-cameo
84450,Xhaka,3,SUN,55,a,,,,MID,5.5,,124.0,32.0,2.0,3.8125,Sunderland,0.84,0.06,SUN,False,A-clean
577669,Sadiki,3,SUN,50,a,,,,MID,5.0,,80.0,33.0,0.0,2.4242424242424243,Sunderland,0.87,0.0,SUN,False,A-clean
535818,Adingra,3,SUN,50,a,,,,MID,5.0,,34.0,7.0,7.0,3.857142857142857,Sunderland,0.18,0.5,SUN,False,B-cameo
461199,Mundle,3,SUN,50,a,,,,MID,5.0,,14.0,1.0,13.0,2.0,Sunderland,0.03,0.93,SUN,False,B-cameo
554197,Rigg,3,SUN,50,a,,,,MID,5.0,,36.0,7.0,11.0,3.142857142857143,Sunderland,0.18,0.61,SUN,False,B-cameo
549912,Talbi,3,SUN,55,a,,,,MID,5.5,,83.0,16.0,12.0,3.8125,Sunderland,0.42,0.43,SUN,False,B-cameo
699989,Jocelin.T,3,SUN,50,a,,,,MID,5.0,,1.0,0.0,1.0,,Sunderland,0.0,1.0,SUN,False,B-cameo
536661,Angulo,3,SUN,50,a,,,,MID,5.0,,13.0,5.0,3.0,2.0,Sunderland,0.13,0.38,SUN,False,B-cameo
441264,Brobbey,4,SUN,60,a,,,,FWD,6.0,,92.0,21.0,10.0,3.3333333333333335,Sunderland,0.55,0.32,SUN,False,B-cameo
437505,Isidor,4,SUN,55,a,,,,FWD,5.5,,74.0,9.0,23.0,3.3333333333333335,Sunderland,0.24,0.72,SUN,False,B-cameo
